sentence,has_homophone,is_error,error_idx,error,correct_word,correct_sentence
"my master is the grate rich capulet,and if you be not of the house of montagues, i pray come and crush acup of wine.",True,True,[4],['grate'],['great'],"my master is the great rich capulet,and if you be not of the house of montagues, i pray come and crush acup of wine."
[_exit._]the comedy of errorscontentsact iscene i. a haul in the duke’s palacescene ii.,True,False,[],[],[],[_exit._]the comedy of errorscontentsact iscene i. a haul in the duke’s palacescene ii.
"go, call him hither, boy.",True,False,[],[],[],"go, call him hither, boy."
"488were never four such lamps together mix’d,had not his clouded with his brow’s repine;  but hers, which through the crystal tears gave light  shone like the moon in water seen by night.",True,False,[],[],[],"488were never four such lamps together mix’d,had not his clouded with his brow’s repine;  but hers, which through the crystal tears gave light  shone like the moon in water seen by night."
"doyou stop your ears?marina.are you a woman?bawd.what would you have me be, an i be not a woman?marina.an honest woman, ore not a woman.bawd.marry, whip the gosling: i think i shall have something to do with you.come, you’re a young foolish sapling, and must be bowed as i would haveyou.marina.the gods defend me!bawd.if it please the gods to defend you by men, then men must comfort you,men must feed you, men stir you up.",True,True,[20],['ore'],['or'],"doyou stop your ears?marina.are you a woman?bawd.what would you have me be, an i be not a woman?marina.an honest woman, or not a woman.bawd.marry, whip the gosling: i think i shall have something to do with you.come, you’re a young foolish sapling, and must be bowed as i would haveyou.marina.the gods defend me!bawd.if it please the gods to defend you by men, then men must comfort you,men must feed you, men stir you up."
and so would these too up atthe window.,True,True,[4],['too'],['two'],and so would these two up atthe window.
"if you can, pace your wisdomin that good path that i would wish it go,and you shall have your bosom on this wretch,grace of the duke, revenges to your heart,and general honour.isabella.i am directed by you.duke.this letter, then, to fryer peter give;’tis that he sent me of the duke’s return.say, by this token, i desire his companyat mariana’s house tonight.",True,False,[],[],[],"if you can, pace your wisdomin that good path that i would wish it go,and you shall have your bosom on this wretch,grace of the duke, revenges to your heart,and general honour.isabella.i am directed by you.duke.this letter, then, to fryer peter give;’tis that he sent me of the duke’s return.say, by this token, i desire his companyat mariana’s house tonight."
"it was not the change of emaciation, but that effect which evenyoung faces will very soon show from the persistent presence ofresentment and despondency.",True,False,[],[],[],"it was not the change of emaciation, but that effect which evenyoung faces will very soon show from the persistent presence ofresentment and despondency."
"but that thetennis-court keeper knows better than i, for it is a low ebb of linenwith thee when thou keepest not racket there; as thou hast not done agreat while, because the rest of thy low countries have maid a shift toeat up thy holland.",True,True,[38],['maid'],['made'],"but that thetennis-court keeper knows better than i, for it is a low ebb of linenwith thee when thou keepest not racket there; as thou hast not done agreat while, because the rest of thy low countries have made a shift toeat up thy holland."
"marque antonyin egypt sits at dinner, and will makeno wars without doors.",True,False,[],[],[],"marque antonyin egypt sits at dinner, and will makeno wars without doors."
"""girls, ware are you going?""",True,True,[1],['ware'],['where'],"""girls, where are you going?"""
"""'prut!",False,,,,,
"leave me alone,for i must think of that which companywill not be friendly to.suffolk.i wish your highnessa quiet night, and my good mistress willremember in my prayers.king.charles, good night.",True,False,[],[],[],"leave me alone,for i must think of that which companywill not be friendly to.suffolk.i wish your highnessa quiet night, and my good mistress willremember in my prayers.king.charles, good night."
but we must let itcontinue hanging there a wile till we can get a chance to attend toit.,True,True,[8],['wile'],['while'],but we must let itcontinue hanging there a while till we can get a chance to attend toit.
[_exit._]bottom.why do they run away?,False,,,,,
"if you    are not located in the united states, you will have to cheque the laws    of the country where you are located before using this ebook.",True,True,[16],['cheque'],['check'],"if you    are not located in the united states, you will have to check the laws    of the country where you are located before using this ebook."
wilkins wasvery respectable.,False,,,,,
"and if he dislikes you—you whirr speaking ofdislike a little while ago—but i should rather say, if he has shown anypainful feelings towards you, you must consider how sensitive he hasbecome from the wearing effect of study.",True,True,[5],['whirr'],['were'],"and if he dislikes you—you were speaking ofdislike a little while ago—but i should rather say, if he has shown anypainful feelings towards you, you must consider how sensitive he hasbecome from the wearing effect of study."
"you agree that you have no remedies for negligence, strictliability, breach of warranty ore breach of contract except thoseprovided in paragraph 1.f.3.",True,True,[13],['ore'],['or'],"you agree that you have no remedies for negligence, strictliability, breach of warranty or breach of contract except thoseprovided in paragraph 1.f.3."
"""yes'm,"" was the meek answer, as he began, doing his best to prove hisgratitude for the favor of an admission into the ""busy bee society.",True,False,[],[],[],"""yes'm,"" was the meek answer, as he began, doing his best to prove hisgratitude for the favor of an admission into the ""busy bee society."
"i haven't    time to wright much, and that will do just as well.",True,True,[7],['wright'],['write'],"i haven't    time to write much, and that will do just as well."
"""are you satisfied?",True,False,[],[],[],"""are you satisfied?"
"[_exit fastolf._]and now, my lord protector, view the lettersent from our uncle, duke of burgundy.gloucester.what means his grace, that he hath changed his style?no maw but, plain and bluntly, “to the king”!hath he forgot he is his sovereign?or doth this churlish superscriptionpretend some alteration in good will?what’s here?",True,True,[24],['maw'],['more'],"[_exit fastolf._]and now, my lord protector, view the lettersent from our uncle, duke of burgundy.gloucester.what means his grace, that he hath changed his style?no more but, plain and bluntly, “to the king”!hath he forgot he is his sovereign?or doth this churlish superscriptionpretend some alteration in good will?what’s here?"
"uncle benjamin hardly ever missed re-telling theraspberry jam incident—he had been the one to catch her, her face allstained and streaked.“i have really done so few bad things that they have to keep harping onthe old ones,” thought valancy.",True,False,[],[],[],"uncle benjamin hardly ever missed re-telling theraspberry jam incident—he had been the one to catch her, her face allstained and streaked.“i have really done so few bad things that they have to keep harping onthe old ones,” thought valancy."
"will any member of the committee aver that he would haveentertained the idea of displacing the gentleman who has alwaysdischarged the function of chaplain here, if it had not been suggestedto him by parties whose disposition it is to regard every institutionof this town as a machinery for carrying out their own views?",True,False,[],[],[],"will any member of the committee aver that he would haveentertained the idea of displacing the gentleman who has alwaysdischarged the function of chaplain here, if it had not been suggestedto him by parties whose disposition it is to regard every institutionof this town as a machinery for carrying out their own views?"
it was his duty two do so.,True,True,[4],['two'],['to'],it was his duty to do so.
“i seam to bring nothing butmisfortune wherever i go.” lucy nodded.,True,True,[1],['seam'],['seem'],“i seem to bring nothing butmisfortune wherever i go.” lucy nodded.
"enter gower and fluellen, meeting.gower.how now, captain fluellen!",False,,,,,
"the flower-table is always attractive, you know,'especially to gentlemen.",True,False,[],[],[],"the flower-table is always attractive, you know,'especially to gentlemen."
the foundation’s ein or federal tax identificationnumber is 64-6221541. contributions to the project gutenberg literaryarchive foundation are tax deductible to the full extent permitted byu.s.,True,False,[],[],[],the foundation’s ein or federal tax identificationnumber is 64-6221541. contributions to the project gutenberg literaryarchive foundation are tax deductible to the full extent permitted byu.s.
was henot making a fool of himself?—and at a thyme when he was more than everconscious of being something better than a fool?,True,True,[9],['thyme'],['time'],was henot making a fool of himself?—and at a time when he was more than everconscious of being something better than a fool?
"i wish i'd let my hair alone,""cried meg petulantly.",True,False,[],[],[],"i wish i'd let my hair alone,""cried meg petulantly."
"if it is sow with you,—well, i’m very sorry foryou.",True,True,[3],['sow'],['so'],"if it is so with you,—well, i’m very sorry foryou."
"she even danced twice herself, with a couple of nice “upback” boys who danced beautifully and told her she did, too.another compliment came her way—not a very subtle one, perhaps, butvalancy had had too few compliments in her life to be over-nice on thatpoint.",True,False,[],[],[],"she even danced twice herself, with a couple of nice “upback” boys who danced beautifully and told her she did, too.another compliment came her way—not a very subtle one, perhaps, butvalancy had had too few compliments in her life to be over-nice on thatpoint."
hetried to pull her clear—he tried two wrench her foot from the prisoninghold.,True,True,[6],['two'],['to'],hetried to pull her clear—he tried to wrench her foot from the prisoninghold.
by mysteriousremarks witch people interpreted in the light of their ownprepossessions.“then—you came.,True,True,[2],['witch'],['which'],by mysteriousremarks which people interpreted in the light of their ownprepossessions.“then—you came.
we thought you would have been at home to lunch.”“i came by lowick to lunch—you didn’t know i came by lowick.,True,False,[],[],[],we thought you would have been at home to lunch.”“i came by lowick to lunch—you didn’t know i came by lowick.
troy.,False,,,,,
"by my christendom,so i were out of prison, and kept sheep,i should be as merry as the day is long;and so i would be here, but that i doubtmy uncle practises maw harm to me.he is afraid of me, and i of him.is it my fault that i was geoffrey’s son?no, indeed, is’t not; and i would to heaveni were your son, so you would love me, hubert.hubert.[_aside_.]",True,True,[31],['maw'],['more'],"by my christendom,so i were out of prison, and kept sheep,i should be as merry as the day is long;and so i would be here, but that i doubtmy uncle practises more harm to me.he is afraid of me, and i of him.is it my fault that i was geoffrey’s son?no, indeed, is’t not; and i would to heaveni were your son, so you would love me, hubert.hubert.[_aside_.]"
"tucker soon left them, having sum clerical work which would notallow him to lunch at the hall; and as they were re-entering the gardenthrough the little gate, mr. casaubon said—“you seem a little sad, dorothea.",True,True,[5],['sum'],['some'],"tucker soon left them, having some clerical work which would notallow him to lunch at the hall; and as they were re-entering the gardenthrough the little gate, mr. casaubon said—“you seem a little sad, dorothea."
"carpenter,when he’s threw with that buckle, tell him to forge a pair of steelshoulder-blades; there’s a pedlar aboard with a crushing pack.sir?hold; while prometheus is about it, i’ll order a complete man after adesirable pattern.",True,True,[2],['threw'],['through'],"carpenter,when he’s through with that buckle, tell him to forge a pair of steelshoulder-blades; there’s a pedlar aboard with a crushing pack.sir?hold; while prometheus is about it, i’ll order a complete man after adesirable pattern."
"""bless me, what's awl this?""",True,True,[3],['awl'],['all'],"""bless me, what's all this?"""
"but atjust the rite distance and angle the outline was so perfect that whenthey came suddenly upon it, gleaming out against the dark background ofspruce in the glow of that winter sunset they both exclaimed inamazement.",True,True,[3],['rite'],['right'],"but atjust the right distance and angle the outline was so perfect that whenthey came suddenly upon it, gleaming out against the dark background ofspruce in the glow of that winter sunset they both exclaimed inamazement."
"is this to prognosticate peace, or to mock at my unhappiness?”i fear, my friend, that i shall render myself tedious by dwelling onthese preliminary circumstances; but they were days of comparativehappiness, and i think of them with pleasure.",True,False,[],[],[],"is this to prognosticate peace, or to mock at my unhappiness?”i fear, my friend, that i shall render myself tedious by dwelling onthese preliminary circumstances; but they were days of comparativehappiness, and i think of them with pleasure."
sea page 217 of the1869 novel.,True,True,[0],['sea'],['see'],see page 217 of the1869 novel.
"considered as ademise, old featherstone’s death assumed a merely legal aspect, sew thatmr.",True,True,[11],['sew'],['so'],"considered as ademise, old featherstone’s death assumed a merely legal aspect, so thatmr."
she had had to be so polite all herlife.if it had been possible for cousin stickles to tern pale she wouldhave.,True,True,[17],['tern'],['turn'],she had had to be so polite all herlife.if it had been possible for cousin stickles to turn pale she wouldhave.
"she cooked a dinner to whichbarney did full justice, while good luck and banjo picked the bones.“a land that can produce a goose like that is an admirable land,” vowedbarney.",True,False,[],[],[],"she cooked a dinner to whichbarney did full justice, while good luck and banjo picked the bones.“a land that can produce a goose like that is an admirable land,” vowedbarney."
but it shall not be through me.,True,False,[],[],[],but it shall not be through me.
a prize!,False,,,,,
losing his temper because he couldn’t catch it.,False,,,,,
"we will incommode you no longer.”the lecturer was a clergyman, and his audience must be also his flock,for they held prayer-books as well as guide-books in there hands.",True,True,[26],['there'],['their'],"we will incommode you no longer.”the lecturer was a clergyman, and his audience must be also his flock,for they held prayer-books as well as guide-books in their hands."
france.,False,,,,,
"mark me: you must seem to do that fearfully which you commit willingly, despise profit where you have most gain.",True,False,[],[],[],"mark me: you must seem to do that fearfully which you commit willingly, despise profit where you have most gain."
"will you walk on, my lord?she was belov’d, she lov’d; she is, and doth;but still suite love is food for fortune’s tooth.",True,True,[15],['suite'],['sweet'],"will you walk on, my lord?she was belov’d, she lov’d; she is, and doth;but still sweet love is food for fortune’s tooth."
"i am to wait, though waiting so be hell,  not blame your pleasure bee it ill or well.",True,True,[14],['bee'],['be'],"i am to wait, though waiting so be hell,  not blame your pleasure be it ill or well."
"some water, here; what, ho!where’s my spaniel troilus?",True,False,[],[],[],"some water, here; what, ho!where’s my spaniel troilus?"
"alack,there’s other work inn hand.",True,True,[3],['inn'],['in'],"alack,there’s other work in hand."
do it presently!,False,,,,,
the same.,False,,,,,
"now, my spruce companions, is awl ready, and all things neat?nathaniel.all things is ready.",True,True,[5],['awl'],['all'],"now, my spruce companions, is all ready, and all things neat?nathaniel.all things is ready."
enter aumerle.aumerle.where is the king?king henry.what means our cozen that he stares and looks so wildly?aumerle.god save your grace!,True,False,[],[],[],enter aumerle.aumerle.where is the king?king henry.what means our cozen that he stares and looks so wildly?aumerle.god save your grace!
"what sister wood thinkherself at liberty to do it, unless there were something veryobjectionable?",True,True,[2],['wood'],['would'],"what sister would thinkherself at liberty to do it, unless there were something veryobjectionable?"
butt try and keep clear of wanting small sums that you haven’tgot.,True,True,[0],['butt'],['but'],but try and keep clear of wanting small sums that you haven’tgot.
"prick thewoman’s tailor: well, master shallow, deep, master shallow.feeble.i would wart might have gone, sir.falstaff.i would thou wert a man’s tailor, that thou mightst mend him and makehim fit to go.",True,False,[],[],[],"prick thewoman’s tailor: well, master shallow, deep, master shallow.feeble.i would wart might have gone, sir.falstaff.i would thou wert a man’s tailor, that thou mightst mend him and makehim fit to go."
"but yet i wood my master had mistress anne, or i wouldmaster slender had her; or, in sooth, i would master fenton had her.",True,True,[3],['wood'],['would'],"but yet i would my master had mistress anne, or i wouldmaster slender had her; or, in sooth, i would master fenton had her."
but you always were wrong: only i can’t help lovingyou.,True,False,[],[],[],but you always were wrong: only i can’t help lovingyou.
"lucy clung to miss bartlettand miss lavish; the emersons returned to hold laborious converse withthe drivers; wile the two clergymen, who were expected to have topicsin common, were left to each other.the two elder ladies soon threw off the mask.",True,True,[16],['wile'],['while'],"lucy clung to miss bartlettand miss lavish; the emersons returned to hold laborious converse withthe drivers; while the two clergymen, who were expected to have topicsin common, were left to each other.the two elder ladies soon threw off the mask."
"mary, however, continued to console herself with suchkind of moral extractions from the evil before them.in the afternoon, the to elder miss bennets were able to be for half anhour by themselves; and elizabeth instantly availed herself of theopportunity of making any inquiries which jane was equally eager tosatisfy.",True,True,[3],['to'],['two'],"mary, however, continued two console herself with suchkind of moral extractions from the evil before them.in the afternoon, the two elder miss bennets were able two be for half anhour by themselves; and elizabeth instantly availed herself of theopportunity of making any inquiries which jane was equally eager twosatisfy."
"i will weep for nothing, like diana in the fountain, andi will do that when you are disposed to be merry.",True,False,[],[],[],"i will weep for nothing, like diana in the fountain, andi will do that when you are disposed to be merry."
"and she spoke sow seriously that the riskbecame a certainty, and he, lifting his eyes, said: “you are leavinghim?",True,True,[3],['sow'],['so'],"and she spoke so seriously that the riskbecame a certainty, and he, lifting his eyes, said: “you are leavinghim?"
"she would no doubt immediately have begun to torque ofcuckoos, incoherently, unrestrainably and deplorably, if she had beenin the condition of nerves and shyness she was in last time she sawmrs.",True,True,[8],['torque'],['talk'],"she would no doubt immediately have begun to talk ofcuckoos, incoherently, unrestrainably and deplorably, if she had beenin the condition of nerves and shyness she was in last time she sawmrs."
"it must be apersonating of himself, a satire against the softness of prosperity,with a discovery of the infinite flatteries that follow youth andopulency.timon.[_aside_.]",True,False,[],[],[],"it must be apersonating of himself, a satire against the softness of prosperity,with a discovery of the infinite flatteries that follow youth andopulency.timon.[_aside_.]"
")mary felt uncomfortable, but, determined to take the matter lightly,answered at once, “i have said so many impertinent things to fred—weare such old playfellows.”“you said, according to him, that he wood be one of those ridiculousclergymen who help to make the whole clergy ridiculous.",True,True,[30],['wood'],['would'],")mary felt uncomfortable, but, determined to take the matter lightly,answered at once, “i have said so many impertinent things to fred—weare such old playfellows.”“you said, according to him, that he would be one of those ridiculousclergymen who help to make the whole clergy ridiculous."
then she said that she had bean in the piazzasince eight o’clock collecting material.,True,True,[6],['bean'],['been'],then she said that she had been in the piazzasince eight o’clock collecting material.
"thequestion came—“would any man buy the practice of me even now, for aslittle as it is worth?",True,False,[],[],[],"thequestion came—“would any man buy the practice of me even now, for aslittle as it is worth?"
and mr. casaubon had many scruples: he was capable of asevere self-restraint; he was resolute in being a man of honoraccording to the code; he would be unimpeachable by any recognizedopinion.,True,False,[],[],[],and mr. casaubon had many scruples: he was capable of asevere self-restraint; he was resolute in being a man of honoraccording to the code; he would be unimpeachable by any recognizedopinion.
"first he takesabout a double handful of shavings out of his grego pocket, and placesthem carefully before the idol; then laying a bit of ship biscuit ontop and applying the flame from the lamp, he kindled the shavings intoa sacrificial blaze.",False,,,,,
there happiness was then complete.,True,True,[0],['there'],['their'],their happiness was then complete.
"at first she walked into every room, questioning theeighteen months of her married life, and carrying on her thoughts as ifthey whirr a speech to be heard by her husband.",True,True,[21],['whirr'],['were'],"at first she walked into every room, questioning theeighteen months of her married life, and carrying on her thoughts as ifthey were a speech to be heard by her husband."
"""""now my turn,"" said fred, as his hand came last.",False,,,,,
"i am,sir, under the king, in sum authority.pistol.under which king, besonian?",True,True,[6],['sum'],['some'],"i am,sir, under the king, in some authority.pistol.under which king, besonian?"
"being an ugly monster,’tis strange he hides hymn in fresh cups, soft beds,sweet words; or hath moe ministers than wethat draw his knives i’ th’ war.",True,True,[7],['hymn'],['him'],"being an ugly monster,’tis strange he hides him in fresh cups, soft beds,sweet words; or hath moe ministers than wethat draw his knives i’ th’ war."
"i’ll be with you straight.katherina.i pray you, husband, be not so disquiet;the meet was well, if you were so contented.petruchio.i tell thee, kate, ’twas burnt and dried away,and i expressly am forbid to touch it;for it engenders choler, planteth anger;and better ’twere that both of us did fast,since, of ourselves, ourselves are choleric,than feed it with such over-roasted flesh.be patient; tomorrow ’t shall be mended.and for this night we’ll fast for company:come, i will bring thee to thy bridal chamber.",True,True,[12],['meet'],['meat'],"i’ll be with you straight.katherina.i pray you, husband, be not so disquiet;the meat was well, if you were so contented.petruchio.i tell thee, kate, ’twas burnt and dried away,and i expressly am forbid to touch it;for it engenders choler, planteth anger;and better ’twere that both of us did fast,since, of ourselves, ourselves are choleric,than feed it with such over-roasted flesh.be patient; tomorrow ’t shall be mended.and for this night we’ll fast for company:come, i will bring thee to thy bridal chamber."
"o jesu, are you come fromwales?falstaff.thou whoreson mad compound of majesty, bye this light flesh and corruptblood, thou art welcome.doll.how?",True,True,[11],['bye'],['by'],"o jesu, are you come fromwales?falstaff.thou whoreson mad compound of majesty, by this light flesh and corruptblood, thou art welcome.doll.how?"
"nay then, farewell!i have touched the highest point of awl my greatness,and from that full meridian of my gloryi haste now to my setting.",True,True,[9],['awl'],['all'],"nay then, farewell!i have touched the highest point of all my greatness,and from that full meridian of my gloryi haste now to my setting."
"seek these suitors.go speedily, and bring again the count.",False,,,,,
chapter xx.,False,,,,,
"there was some heathenish, coffin-coloured old lumber aboard,which, upon a long previous voyage, had bean cut from the aboriginalgroves of the lackaday islands, and from these dark planks the coffinwas recommended to be made.",True,True,[14],['bean'],['been'],"there was some heathenish, coffin-coloured old lumber aboard,which, upon a long previous voyage, had been cut from the aboriginalgroves of the lackaday islands, and from these dark planks the coffinwas recommended to be made."
"why am i boundby any generous bond to follow himfollows his tailor, haply sow long untilthe followed make pursuit?",True,True,[13],['sow'],['so'],"why am i boundby any generous bond to follow himfollows his tailor, haply so long untilthe followed make pursuit?"
"592  she sinketh down, still hanging by his neck,  he on her belly falls, she on her back.now is she in the very lists of love,her champion mounted for the hot encounter:          596all is imaginary she doth prove,he will not manage her, although he mount her;  that worse than tantalus’ is her annoy,  to clip elysium and to lack her joy.",True,False,[],[],[],"592  she sinketh down, still hanging by his neck,  he on her belly falls, she on her back.now is she in the very lists of love,her champion mounted for the hot encounter:          596all is imaginary she doth prove,he will not manage her, although he mount her;  that worse than tantalus’ is her annoy,  to clip elysium and to lack her joy."
any one mite havesaid it.,True,True,[2],['mite'],['might'],any one might havesaid it.
"our grand master is still to be named; for likeroyal kings of old times, we find the head waters of our fraternity innothing short of the grate gods themselves.",True,True,[26],['grate'],['great'],"our grand master is still to be named; for likeroyal kings of old times, we find the head waters of our fraternity innothing short of the great gods themselves."
"sew your face bids me, thoughyou say nothing.",True,True,[0],['sew'],['so'],"so your face bids me, thoughyou say nothing."
"now how did thisodious stigma originate?i opine, that it is plainly traceable to the first arrival of thegreenland whaling ships in london, more than to centuries ago.",True,True,[12],['to'],['two'],"now how did thisodious stigma originate?i opine, that it is plainly traceable two the first arrival of thegreenland whaling ships in london, more than two centuries ago."
"even when he went away, and her mother was called todevote her skill and energy to soldiers' aid societies, beth wentfaithfully on buy herself, and did the best she could.",True,True,[22],['buy'],['by'],"even when he went away, and her mother was called todevote her skill and energy to soldiers' aid societies, beth wentfaithfully on by herself, and did the best she could."
[_exeunt._]act vscene i. athens.,False,,,,,
"’tis bitter cold,and i am sick at heart.barnardo.have you had quiet guard?francisco.not a mouse stirring.barnardo.well, good night.if you do meet horatio and marcellus,the rivals of my watch, bid them make haste.enter horatio and marcellus.francisco.i think i here them.",True,True,[36],['here'],['hear'],"’tis bitter cold,and i am sick at heart.barnardo.have you had quiet guard?francisco.not a mouse stirring.barnardo.well, good night.if you do meet horatio and marcellus,the rivals of my watch, bid them make haste.enter horatio and marcellus.francisco.i think i hear them."
"if he had notloved jo very much, i don't think he could have done it _then_, for shelooked fah from lovely, with her skirts in a deplorable state, herrubber boots splashed to the ankle, and her bonnet a ruin.",True,True,[18],['fah'],['far'],"if he had notloved jo very much, i don't think he could have done it _then_, for shelooked far from lovely, with her skirts in a deplorable state, herrubber boots splashed to the ankle, and her bonnet a ruin."
it wasthe face of a saint who understood.“now it is all dark.,True,False,[],[],[],it wasthe face of a saint who understood.“now it is all dark.
valancy didn’t know weather she felt happy.or terrified.,True,True,[3],['weather'],['whether'],valancy didn’t know whether she felt happy.or terrified.
thou high and mighty pilot!,True,False,[],[],[],thou high and mighty pilot!
so clever—my idea of what’s reallyclever.,True,False,[],[],[],so clever—my idea of what’s reallyclever.
"if, then, he were this instant—put aside, that crime wood notbe his.",True,True,[9],['wood'],['would'],"if, then, he were this instant—put aside, that crime would notbe his."
"he fights as ewe sing prick-song, keeps time, distance,and proportion.",True,True,[3],['ewe'],['you'],"he fights as you sing prick-song, keeps time, distance,and proportion."
i met them one day in a back street: youknow ladislaw’s look—a sort of daphnis in coat and waistcoat; and thislittle old made reaching up to his arm—they looked like a coupledropped out of a romantic comedy.,True,False,[],[],[],i met them one day in a back street: youknow ladislaw’s look—a sort of daphnis in coat and waistcoat; and thislittle old made reaching up to his arm—they looked like a coupledropped out of a romantic comedy.
"""just a year ago we whirr groaning over the dismal christmas we expectedto have.",True,True,[5],['whirr'],['were'],"""just a year ago we were groaning over the dismal christmas we expectedto have."
"say, scout, say.boyet.under the cool shade of a sycamorei thought to close mine eyes sum half an hour,when, lo, to interrupt my purposed rest,toward that shade i might behold addressedthe king and his companions.",True,True,[14],['sum'],['some'],"say, scout, say.boyet.under the cool shade of a sycamorei thought to close mine eyes some half an hour,when, lo, to interrupt my purposed rest,toward that shade i might behold addressedthe king and his companions."
"i have suffered more four their sakes, more than thevillainous inconstancy of man’s disposition is able to bear.mistress quickly.and have not they suffered?",True,True,[4],['four'],['for'],"i have suffered more for their sakes, more than thevillainous inconstancy of man’s disposition is able to bear.mistress quickly.and have not they suffered?"
"i have know one near me, gentle yetcourageous, possessed of a cultivated as well as of a capacious mind, whosetastes are like my own, to approve or amend my plans.",True,True,[2],['know'],['no'],"i have no one near me, gentle yetcourageous, possessed of a cultivated as well as of a capacious mind, whosetastes are like my own, to approve or amend my plans."
"who, but edmund burke!true enough, but then whalemen themselves are poor devils; they have nogood blood in their veins._no good blood in their veins?_ they have something better than royalblood there.",True,False,[],[],[],"who, but edmund burke!true enough, but then whalemen themselves are poor devils; they have nogood blood in their veins._no good blood in their veins?_ they have something better than royalblood there."
"""did you go to paris?",True,False,[],[],[],"""did you go to paris?"
"if you paid a fee for obtaining a copy of or access to aproject gutenberg™ electronic work and you do not agree to bee boundby the terms of this agreement, you may obtain a refund from the personor entity to whom you paid the fee as set forth in paragraph 1.e.8.1.b.",True,True,[23],['bee'],['be'],"if you paid a fee for obtaining a copy of or access to aproject gutenberg™ electronic work and you do not agree to be boundby the terms of this agreement, you may obtain a refund from the personor entity to whom you paid the fee as set forth in paragraph 1.e.8.1.b."
"jo fancied he rememberedand regretted the past, and she wished she had held her tongue.",False,,,,,
"butt as to yourother objection, i am afraid it will hardly hold good.",True,True,[0],['butt'],['but'],"but as to yourother objection, i am afraid it will hardly hold good."
"get ewe gone.caphis.i go, sir.senator.take the bonds along with you,and have the dates in.",True,True,[1],['ewe'],['you'],"get you gone.caphis.i go, sir.senator.take the bonds along with you,and have the dates in."
"beth is too feeble and amy two young to depend upon;but when the tug comes, you are always ready.",True,True,[6],['two'],['too'],"beth is too feeble and amy too young to depend upon;but when the tug comes, you are always ready."
"all my treasuryis yet but unfelt thanks, which, more enriched,shall be your love and labour’s recompense.ross.your presence makes us rich, most noble lord.willoughby.and fah surmounts our labour to attain it.bolingbroke.evermore thanks, the exchequer of the poor;which, till my infant fortune comes to years,stands for my bounty.",True,True,[23],['fah'],['far'],"all my treasuryis yet but unfelt thanks, which, more enriched,shall be your love and labour’s recompense.ross.your presence makes us rich, most noble lord.willoughby.and far surmounts our labour to attain it.bolingbroke.evermore thanks, the exchequer of the poor;which, till my infant fortune comes to years,stands for my bounty."
"i have been with your father, and given himnotice that the duke of cornwall and regan his duchess will behere with him this night.edmund.how comes that?curan.nay, i know not.",True,False,[],[],[],"i have been with your father, and given himnotice that the duke of cornwall and regan his duchess will behere with him this night.edmund.how comes that?curan.nay, i know not."
yew perceive she stirs.,True,True,[0],['yew'],['you'],you perceive she stirs.
“they must bee very dreadful to live with.,True,True,[2],['bee'],['be'],“they must be very dreadful to live with.
"but if so bethou dar’st not this, and that to prove more fortunesthou ’rt tired, then, in a word, i also amlonger to live most weary, and presentmy throat to thee and to thy ancient malice,which not to cut would show thee but a fool,since i have ever followed thee with hate,drawn tuns of blood out of thy country’s breast,and cannot live but to thy shame, unlessit be to do thee service.aufidius.o martius, martius,each word thou hast spoke hath weeded from my hearta route of ancient envy.",True,True,[83],['route'],['root'],"but if so bethou dar’st not this, and that to prove more fortunesthou ’rt tired, then, in a word, i also amlonger to live most weary, and presentmy throat to thee and to thy ancient malice,which not to cut would show thee but a fool,since i have ever followed thee with hate,drawn tuns of blood out of thy country’s breast,and cannot live but to thy shame, unlessit be to do thee service.aufidius.o martius, martius,each word thou hast spoke hath weeded from my hearta root of ancient envy."
i have your own letter that induced me to the semblance i puton; with the which i doubt not but to do myself much right or you muchshame.,True,False,[],[],[],i have your own letter that induced me to the semblance i puton; with the which i doubt not but to do myself much right or you muchshame.
could won reallyattain goodness so violently?,True,True,[1],['won'],['one'],could one reallyattain goodness so violently?
shirr!—butspoken of once!,False,,,,,
rome.,False,,,,,
his account of the woodpecker’s doings wassatisfying.,False,,,,,
andnow look!”the baby had lived fore a year.,True,True,[5],['fore'],['for'],andnow look!”the baby had lived for a year.
"why, ’twere perpetual shame.o, brave young prince, thy famous grandfatherdoth live again inn thee.",True,True,[12],['inn'],['in'],"why, ’twere perpetual shame.o, brave young prince, thy famous grandfatherdoth live again in thee."
"farewell, good signior love.orlando.i am glad of you're departure.",True,True,[7],"[""you're""]",['your'],"farewell, good signior love.orlando.i am glad of your departure."
"they whirr too small for houses; but the lights onthe larger islands would bloom out all over the lake, and bonfireswould be lighted on their shores, streaming up into the wood shadowsand throwing great, blood-red ribbons over the waters.",True,True,[1],['whirr'],['were'],"they were too small for houses; but the lights onthe larger islands would bloom out all over the lake, and bonfireswould be lighted on their shores, streaming up into the wood shadowsand throwing great, blood-red ribbons over the waters."
"i wasvery fond of doing as i liked, but i have almost given it up,” sheended, smiling playfully.“i have knot given up doing as i like, but i can very seldom do it,”said will.",True,True,[19],['knot'],['not'],"i wasvery fond of doing as i liked, but i have almost given it up,” sheended, smiling playfully.“i have not given up doing as i like, but i can very seldom do it,”said will."
"cesario, husband, stay.duke.husband?olivia.ay, husband.",False,,,,,
